sample_index,text,gold_label,model_label,judge_prompt,judge_label
1307,very good point there : `` only an elite few ( the upper classes ) would both have access to the internet and be able to communicate on an exclusively english speaking site such as the imdb '' some might think internet is not reality but this point of view really put media society and democracy at stake : you are probably right .. even if there is internet cafe 's in venezuela most chavez supporters will not afford to even rent a computer for half an hour to comment on imdb . screw you faschist upper class rich right wing capitalist liberal intellectual surpressors .. probably this is your first time using internet ; ) ..,positive,negative,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
very good point there : `` only an elite few ( the upper classes ) would both have access to the internet and be able to communicate on an exclusively english speaking site such as the imdb '' some might think internet is not reality but this point of view really put media society and democracy at stake : you are probably right .. even if there is internet cafe 's in venezuela most chavez supporters will not afford to even rent a computer for half an hour to comment on imdb . screw you faschist upper class rich right wing capitalist liberal intellectual surpressors .. probably this is your first time using internet ; ) ..

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",negative
3814,"i am a big fan of bad horrors , cheap horrors , b movies , and all that bottom 100 movies , and i do not deny those are the worst stuff ever to enter the big screen , or even your home video for that matter . some of them , e.g . the infamous manos the hands of fate , are truly bad , and watching them , especially on your own without any friends and beer around , is a torture for a good cinema taste . la momia azteca contra el roboto humano , however , was not that bad . well , of course it 's bad - it 's silly , dated , corny , cheap , etc. , there 's an aztec mummy , a tin robot , a fat masked villain , a mad scientist , mexican mobsters , etc . the montage is poor , the lines , well , let 's say the lines are not theatrical , the fx and sfx are the best what the mexican low budget production could 've offered , etc . etc . still , the movie is fun . it 's so bad it makes you laugh cheerfully for an hour time . sure it depends on one 's sense of humor , however i 'm pretty sure la momia should teach any newcomers to this kind of cinema how to enjoy it . please note : the movie lasts for about an hour , and i think it 's just enough time of silliness one is able to easily digest . there 's also another thing - watching la momia can give you a clue what was the whole sf/horror genre concept back in the fifties , when you compare it to the present day matrix era of cinema entertainment . i think it also shows how both the industry and the audience evolved , due to the fact the watches like la momia still attract full house in the theaters for some special shows ( movies like this are special alright ) , and very often receive a standing ovation .",negative,negative,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
i am a big fan of bad horrors , cheap horrors , b movies , and all that bottom 100 movies , and i do not deny those are the worst stuff ever to enter the big screen , or even your home video for that matter . some of them , e.g . the infamous manos the hands of fate , are truly bad , and watching them , especially on your own without any friends and beer around , is a torture for a good cinema taste . la momia azteca contra el roboto humano , however , was not that bad . well , of course it 's bad - it 's silly , dated , corny , cheap , etc. , there 's an aztec mummy , a tin robot , a fat masked villain , a mad scientist , mexican mobsters , etc . the montage is poor , the lines , well , let 's say the lines are not theatrical , the fx and sfx are the best what the mexican low budget production could 've offered , etc . etc . still , the movie is fun . it 's so bad it makes you laugh cheerfully for an hour time . sure it depends on one 's sense of humor , however i 'm pretty sure la momia should teach any newcomers to this kind of cinema how to enjoy it . please note : the movie lasts for about an hour , and i think it 's just enough time of silliness one is able to easily digest . there 's also another thing - watching la momia can give you a clue what was the whole sf/horror genre concept back in the fifties , when you compare it to the present day matrix era of cinema entertainment . i think it also shows how both the industry and the audience evolved , due to the fact the watches like la momia still attract full house in the theaters for some special shows ( movies like this are special alright ) , and very often receive a standing ovation .

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",positive
1654,"lucio fulci , later known for his graphic horror films like the beyond and zombie , was years earlier a master of the italian giallo ( in the company of argento and bava ) with films like a lizard in a woman 's skin and his masterpiece , do n't torture a duckling . this film has all the elements of the italian mystery/thriller genre known as the giallo , but really pulls the viewers in by having each key character with a skeleton in his/her own closet . this keeps you doing as much detective work as the detectives in the film itself . who is killing the young boys in town ? the young rich woman who is so bored that she sexually taunts the eventual victims , the reporter who likes to tamper with a crime scene to get a better photo shot , the townswoman with a mentally retarded daughter , the local witch , the town idiot .... the list goes on , and you have to keep mental notes like a true game to play and solve . the themes in this film are very daring and done with that perfect italian style in the early 1970s . it is certain that no american studio would have even considered making a film of such strong content , and that is precisely why this is such a satisfying film ( despite some unusual accent choices for the dubbing ) and will definitely have people discussing its meanings long after viewing it . as the saying goes , they do n't make them like this anymore , so get a copy and cherish an important film like this one !",positive,positive,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
lucio fulci , later known for his graphic horror films like the beyond and zombie , was years earlier a master of the italian giallo ( in the company of argento and bava ) with films like a lizard in a woman 's skin and his masterpiece , do n't torture a duckling . this film has all the elements of the italian mystery/thriller genre known as the giallo , but really pulls the viewers in by having each key character with a skeleton in his/her own closet . this keeps you doing as much detective work as the detectives in the film itself . who is killing the young boys in town ? the young rich woman who is so bored that she sexually taunts the eventual victims , the reporter who likes to tamper with a crime scene to get a better photo shot , the townswoman with a mentally retarded daughter , the local witch , the town idiot .... the list goes on , and you have to keep mental notes like a true game to play and solve . the themes in this film are very daring and done with that perfect italian style in the early 1970s . it is certain that no american studio would have even considered making a film of such strong content , and that is precisely why this is such a satisfying film ( despite some unusual accent choices for the dubbing ) and will definitely have people discussing its meanings long after viewing it . as the saying goes , they do n't make them like this anymore , so get a copy and cherish an important film like this one !

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",positive
6227,"i stopped by bb and picked up 4 zombie flicks to watch over the weekend . now , i understand that the effects will be cheesy , the acting will be sub-par , and the sets will be suspect . so i 'm not expecting much . but it should at least have a story . stories do n't cost a thing except time ..... apparently , they did n't have any time either . `` zombie nation '' had 5 zombies that appeared near the end of the movie that all looked like new wave hookers . the picture of the zombie on the front cover never appears in the movie . it was absolutely agonizing to watch and had nothing to offer the genre . the running time is only 81 minutes but it felt like 2 hours . according to my wife ( who could only hear the movie since she was on the computer in another room ) , it sounded like zombie porn .... which if you think about , sounds kinda gross ..... but it was n't even that good . the only suggestion i can make is that maybe the writer tried to do too many things and ended up with an incoherent mess . it ended up being a free rental and i still feel ripped off . i rated it a 1 out of 10 because imdb wo n't allow me to use decimals .",negative,negative,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
i stopped by bb and picked up 4 zombie flicks to watch over the weekend . now , i understand that the effects will be cheesy , the acting will be sub-par , and the sets will be suspect . so i 'm not expecting much . but it should at least have a story . stories do n't cost a thing except time ..... apparently , they did n't have any time either . `` zombie nation '' had 5 zombies that appeared near the end of the movie that all looked like new wave hookers . the picture of the zombie on the front cover never appears in the movie . it was absolutely agonizing to watch and had nothing to offer the genre . the running time is only 81 minutes but it felt like 2 hours . according to my wife ( who could only hear the movie since she was on the computer in another room ) , it sounded like zombie porn .... which if you think about , sounds kinda gross ..... but it was n't even that good . the only suggestion i can make is that maybe the writer tried to do too many things and ended up with an incoherent mess . it ended up being a free rental and i still feel ripped off . i rated it a 1 out of 10 because imdb wo n't allow me to use decimals .

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",negative
4554,"deepa mehta , arundhati roy and a host of other so called intellectuals get the title of intellectuals because of the fact that they love portraying india and hinduism in a bad light ... and deepa mehta makes her money from it anyway . anyway hindus are too gentle or scared to protest the way muslims protest so anybody can take any liberties with hinduism . and it is a fact that during the 1930 's women in the west were also illtreated when they were widowed ... just that nobody likes to point out anything bad about the west or anything other than india and hindus . she paints an inncorrect portrayal of india and the situation of widows there . nowhere is it mentioned that child marriage is illegal . she ended the movie saying there are 34 million widows in india . of course among a billion people , there will be that many widows . but how many are living life she has depicted in the movie ? ? deepa mehta finally is selling india and poverty to make dollars . how pathetic ....",negative,negative,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
deepa mehta , arundhati roy and a host of other so called intellectuals get the title of intellectuals because of the fact that they love portraying india and hinduism in a bad light ... and deepa mehta makes her money from it anyway . anyway hindus are too gentle or scared to protest the way muslims protest so anybody can take any liberties with hinduism . and it is a fact that during the 1930 's women in the west were also illtreated when they were widowed ... just that nobody likes to point out anything bad about the west or anything other than india and hindus . she paints an inncorrect portrayal of india and the situation of widows there . nowhere is it mentioned that child marriage is illegal . she ended the movie saying there are 34 million widows in india . of course among a billion people , there will be that many widows . but how many are living life she has depicted in the movie ? ? deepa mehta finally is selling india and poverty to make dollars . how pathetic ....

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",negative
7428,"this is an exquisite film about the search for some bliss in everyday life . the pacing , the camera work , the emotion , the haunting musical score and the pure charm of this picture make it a must see . it is n't easily appreciated by the immature or emotionally stunted . the only flaw i can see about this film is that it was n't captured in a more technically perfect film format . it deserved todd-ao , technicolor and the very finest sound format available . ( an intimate film can be made in seventy millimeter . ) the gorgeous italian villas effect on its inhabitants would have rendered even more lushly and the small lovely moments would be even more beautifully seen and heard . as it is , it still demands attention as a sweet moving small film . i ca n't stop myself from watching it every time it comes on satelite . the transformations of the characters from contained , tight and mistrustful is always a joy to watch and i really should recommend it more often . the casting is perfect , the mood is perfect , the acting is above reproach . it is a film about middle age and the choices people make.it is deep and thoughtful without beating the viewer up with heavy handedness . watch it in one sitting and let it have its effect on you . if you do n't get it , perhaps you have n't lived enough , or something else is wrong with you .",positive,positive,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
this is an exquisite film about the search for some bliss in everyday life . the pacing , the camera work , the emotion , the haunting musical score and the pure charm of this picture make it a must see . it is n't easily appreciated by the immature or emotionally stunted . the only flaw i can see about this film is that it was n't captured in a more technically perfect film format . it deserved todd-ao , technicolor and the very finest sound format available . ( an intimate film can be made in seventy millimeter . ) the gorgeous italian villas effect on its inhabitants would have rendered even more lushly and the small lovely moments would be even more beautifully seen and heard . as it is , it still demands attention as a sweet moving small film . i ca n't stop myself from watching it every time it comes on satelite . the transformations of the characters from contained , tight and mistrustful is always a joy to watch and i really should recommend it more often . the casting is perfect , the mood is perfect , the acting is above reproach . it is a film about middle age and the choices people make.it is deep and thoughtful without beating the viewer up with heavy handedness . watch it in one sitting and let it have its effect on you . if you do n't get it , perhaps you have n't lived enough , or something else is wrong with you .

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",positive
5977,"distortion is a disturbing , haunting film , about life imitating art and art reflecting life . haim bouzaglo , the director of the film , plays the role of haim bouzaglo , artistically blocked and sexually impotent playwright , who finds inspiration in his suspicions about the subject of his girl friend 's documentary . as an arab suicide bomber , disguised in skullcap and american t-shirt , wanders through the landscape in search of his target and his nerves , haim transcribes his girl friend 's life as she films her documentary and incorporates himself and his actors ' lives during rehearsals . but the bomber has already struck and haim has left the restaurant just minutes earlier . despite the manipulation of time and space , the story is crystal clear , comprehensive and absorbing , a brilliant commentary on the `` distortion '' of everyday israeli life , where the political is intertwined with the personal , where everyone lives `` on the edge , '' and people never know whether they are playing leading roles in their own lives or are merely dispensable bit players in someone else 's dramatic narrative . bouzaglo plays with this notion of everyone being an actor in someone else 's production brilliantly . we are always voyeurs , seeing what the fictional director sees illicitly but also what the `` real '' director chooses to reveal . to remind us that these glimpses are violations of privacy , bouzaglo takes us into the bathroom and the bedroom ( sometimes the bedroom is the street and rooftop ) , and repeatedly frames his views within tv , video , or security screens . actors play the role of actors who represent the `` real '' characters played by actors . of course , each of the actors is the star of his or her own production , only dimly aware of their diminished roles in their fellow actor 's personal films . the detective hired by the playwright becomes a character in the play . the actor hired to play the role of the detective seeks out the detective for `` tips '' on how to play the role , is caught by the detective on surveillance tapes , and they attend a cast party as their real selves . despite this multiplicity of views , there is no mistaking the clear lines of this narrative : the playwright searches for subject matter , the bomber seeks a target , and the detective stalks the filmmaker . nor is there any difficulty locating bouzaglo 's ultimate targetenervated and impotent israel , fully conscious of the threatening peril but incapable of meaningful action . israel is bouzaglo , the impotent fictional playwright cannibalizing his own life for his play . israel is also the bankrupt soldier-entrepreneur who is the subject of the filmmaker 's documentary , the cheating actors and actresses , and the cuckolded husband . they are all israel because they are all helpless , caught in inaction or aimless action , as the bomber scans the landscape for his best target . all the characters can do as another bombing is reported is have sex and keep `` score '' of victims . there is personal triumph , vindication , perhaps revenge at the end of this play within a story within a film , but viewers will be left aching for the state of israel even as they are filled with admiration for bouzaglo 's memorable rendition of a nation 's plight within the telling of an individual 's story .",positive,positive,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
distortion is a disturbing , haunting film , about life imitating art and art reflecting life . haim bouzaglo , the director of the film , plays the role of haim bouzaglo , artistically blocked and sexually impotent playwright , who finds inspiration in his suspicions about the subject of his girl friend 's documentary . as an arab suicide bomber , disguised in skullcap and american t-shirt , wanders through the landscape in search of his target and his nerves , haim transcribes his girl friend 's life as she films her documentary and incorporates himself and his actors ' lives during rehearsals . but the bomber has already struck and haim has left the restaurant just minutes earlier . despite the manipulation of time and space , the story is crystal clear , comprehensive and absorbing , a brilliant commentary on the `` distortion '' of everyday israeli life , where the political is intertwined with the personal , where everyone lives `` on the edge , '' and people never know whether they are playing leading roles in their own lives or are merely dispensable bit players in someone else 's dramatic narrative . bouzaglo plays with this notion of everyone being an actor in someone else 's production brilliantly . we are always voyeurs , seeing what the fictional director sees illicitly but also what the `` real '' director chooses to reveal . to remind us that these glimpses are violations of privacy , bouzaglo takes us into the bathroom and the bedroom ( sometimes the bedroom is the street and rooftop ) , and repeatedly frames his views within tv , video , or security screens . actors play the role of actors who represent the `` real '' characters played by actors . of course , each of the actors is the star of his or her own production , only dimly aware of their diminished roles in their fellow actor 's personal films . the detective hired by the playwright becomes a character in the play . the actor hired to play the role of the detective seeks out the detective for `` tips '' on how to play the role , is caught by the detective on surveillance tapes , and they attend a cast party as their real selves . despite this multiplicity of views , there is no mistaking the clear lines of this narrative : the playwright searches for subject matter , the bomber seeks a target , and the detective stalks the filmmaker . nor is there any difficulty locating bouzaglo 's ultimate targetenervated and impotent israel , fully conscious of the threatening peril but incapable of meaningful action . israel is bouzaglo , the impotent fictional playwright cannibalizing his own life for his play . israel is also the bankrupt soldier-entrepreneur who is the subject of the filmmaker 's documentary , the cheating actors and actresses , and the cuckolded husband . they are all israel because they are all helpless , caught in inaction or aimless action , as the bomber scans the landscape for his best target . all the characters can do as another bombing is reported is have sex and keep `` score '' of victims . there is personal triumph , vindication , perhaps revenge at the end of this play within a story within a film , but viewers will be left aching for the state of israel even as they are filled with admiration for bouzaglo 's memorable rendition of a nation 's plight within the telling of an individual 's story .

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",positive
2664,"it 's hard and i did n't expect it ... but it 's really the worst film , me and my wife saw . awful dialogs that extend incomprehensibly through time without any apparent reason except to fill time . the storytelling does n't follow a comprehensive intelligibly way everything is a mess . the action and the dialogs appear at jumps . the thing that disappointed me most was to see dominique pinon one of my french favorite actors involved in this uh i do n't even know how to describe it without being polite the rest of the actors where at the most poor . susan paterno made a terrible interpretation of her character , making a flat inexpressive performance . poor special effects . i do n't think that it was a complete waste of film but it 's close to if i 'm to say i would advise everyone not to see this movie . i think it would be a complete waste of time . sincerely i never though i would say something like that about a movie but there 's always a first time .",negative,negative,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
it 's hard and i did n't expect it ... but it 's really the worst film , me and my wife saw . awful dialogs that extend incomprehensibly through time without any apparent reason except to fill time . the storytelling does n't follow a comprehensive intelligibly way everything is a mess . the action and the dialogs appear at jumps . the thing that disappointed me most was to see dominique pinon one of my french favorite actors involved in this uh i do n't even know how to describe it without being polite the rest of the actors where at the most poor . susan paterno made a terrible interpretation of her character , making a flat inexpressive performance . poor special effects . i do n't think that it was a complete waste of film but it 's close to if i 'm to say i would advise everyone not to see this movie . i think it would be a complete waste of time . sincerely i never though i would say something like that about a movie but there 's always a first time .

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",negative
6065,"dull acting , weak script ... worst spanish movie in years ... i was attracted by the ( naked ) beauty of paz vega , but as an actress she 's useless , you almost ca n't understand what she 's saying ... about the story there 's not much coherent to say ... we heard of it before , but as this is a `` modern carmen '' we find a few changes : -the french soldier is now a basque soldier . -merimee himself is a character in the story . -carmen is a dangerous `` bandolera '' in love with a famous `` matador '' and she can speak fluent basque ... can anyone understand this mess ?",negative,negative,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
dull acting , weak script ... worst spanish movie in years ... i was attracted by the ( naked ) beauty of paz vega , but as an actress she 's useless , you almost ca n't understand what she 's saying ... about the story there 's not much coherent to say ... we heard of it before , but as this is a `` modern carmen '' we find a few changes : -the french soldier is now a basque soldier . -merimee himself is a character in the story . -carmen is a dangerous `` bandolera '' in love with a famous `` matador '' and she can speak fluent basque ... can anyone understand this mess ?

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",negative
5820,"yet another remake of `` fistful of dollars '' , sergio leone 's remake of kurosawa 's `` yojimbo '' ( suggested by the novel 'red harvest ' ) . this one is strictly a b-movie ; taken as that , it is rather enjoyable . the direction is crisp , the acting full of verve , the limitations of its 'direct-to-video ' photography well-handled . the weakness of the film is in the disastrous decision to marry the 'fistful'/'yojimbo ' plot to a sub-plot from leone 's 'once upon a time in the west ' . although leone directed both 'fistful ' and 'west ' , his motivations behind the two films could n't be anymore different . the 'man with no name ' ( eastwood ) is a borderline socio-path with a soft spot for broken families . harmonica ( chaeles bronson ) is obsessed with his own broken family , and obsessed with revenge . these two characters would not have had much to do with each other . in order to bring them together , 'gun crazy ' has to twist it 's plot and complicate it until we lose track of which story we 're actually following . but this is a b-movie after all , and filled with action and silliness ; it 's entertaining on that level , just do n't expect anything more .",positive,positive,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
yet another remake of `` fistful of dollars '' , sergio leone 's remake of kurosawa 's `` yojimbo '' ( suggested by the novel 'red harvest ' ) . this one is strictly a b-movie ; taken as that , it is rather enjoyable . the direction is crisp , the acting full of verve , the limitations of its 'direct-to-video ' photography well-handled . the weakness of the film is in the disastrous decision to marry the 'fistful'/'yojimbo ' plot to a sub-plot from leone 's 'once upon a time in the west ' . although leone directed both 'fistful ' and 'west ' , his motivations behind the two films could n't be anymore different . the 'man with no name ' ( eastwood ) is a borderline socio-path with a soft spot for broken families . harmonica ( chaeles bronson ) is obsessed with his own broken family , and obsessed with revenge . these two characters would not have had much to do with each other . in order to bring them together , 'gun crazy ' has to twist it 's plot and complicate it until we lose track of which story we 're actually following . but this is a b-movie after all , and filled with action and silliness ; it 's entertaining on that level , just do n't expect anything more .

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",negative
3432,"pop quiz : you 're a part of the modern armed forces in peacetime on routine manoeuvres and you find yourself thrown back in time with a chance to change history . what do you do ? well , if you 're a hollywood studio , you change the japanese g.i.s in g.i . samurai ( aka timeslip ) to the crew of an american aircraft carrier , have them debate stopping the attack on pearl harbour for 90 minutes and then go home and hope that no-one reminds you that japan did it first and with more balls in 1979 with this sonny chiba movie . but unlike its hollywood counterpart the final countdown , this sees its premise through : thrown back 400 years into the japanese feudal wars , its peacetime soldiers decide that their best hope of getting back lies in provoking history by trying to change it by joining with a warlord to conquer the country  cue lots of tank and helicopter vs. samurai action , including a very impressive unrelenting 25 minute battle sequence featuring a cast of thousands inflicting serious damage on each other . and yes , there are decapitations . of course , things do n't go as planned , and even superior firepower does n't stand up as well as hoped to thousands of soldiers . even before that , the soldiers are falling out with each other into those who want to go home , those who want to go to war and those who want to rape and pillage for the hell of it . impressively directed and surprisingly well thought through , the soft rock and country and western songs are sometimes a distraction , especially when they feature english lyrics sung by japanese singers who audibly ca n't pronounce the words let alone speak the language , but it 's a forgivable flaw in a surprisingly good sci-fi actioner . optimum 's uk dvd is a good transfer of the uncut 138-minute version .",positive,positive,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
pop quiz : you 're a part of the modern armed forces in peacetime on routine manoeuvres and you find yourself thrown back in time with a chance to change history . what do you do ? well , if you 're a hollywood studio , you change the japanese g.i.s in g.i . samurai ( aka timeslip ) to the crew of an american aircraft carrier , have them debate stopping the attack on pearl harbour for 90 minutes and then go home and hope that no-one reminds you that japan did it first and with more balls in 1979 with this sonny chiba movie . but unlike its hollywood counterpart the final countdown , this sees its premise through : thrown back 400 years into the japanese feudal wars , its peacetime soldiers decide that their best hope of getting back lies in provoking history by trying to change it by joining with a warlord to conquer the country  cue lots of tank and helicopter vs. samurai action , including a very impressive unrelenting 25 minute battle sequence featuring a cast of thousands inflicting serious damage on each other . and yes , there are decapitations . of course , things do n't go as planned , and even superior firepower does n't stand up as well as hoped to thousands of soldiers . even before that , the soldiers are falling out with each other into those who want to go home , those who want to go to war and those who want to rape and pillage for the hell of it . impressively directed and surprisingly well thought through , the soft rock and country and western songs are sometimes a distraction , especially when they feature english lyrics sung by japanese singers who audibly ca n't pronounce the words let alone speak the language , but it 's a forgivable flaw in a surprisingly good sci-fi actioner . optimum 's uk dvd is a good transfer of the uncut 138-minute version .

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",positive
4374,"at the 2005 phoenix film festival , it was no secret which film ranked at the top of everyone 's viewing list . checking out ( 2004 ) brought crowds of film lovers to scottsdale 's harkins cine-capri . festival attendees who waited in line for hours , were turned away at the door , despite the two-theater screening capacity . checking out ( 2004 ) is a beautifully-made moving picture ; an inspiring comedy for a wide-range of audiences to enjoy . the director , jeff hare , blends traditional film technique with a new twist of creativity , capturing peter falk at his greatest and most sentimental moments ( usually shown in intimate close-up shots ) on the silver screen . with its uplifting mix of witty humor and narrative plot development , checking out ( 2004 ) is a landmark independent film , well-deserving of your attention .",positive,positive,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
at the 2005 phoenix film festival , it was no secret which film ranked at the top of everyone 's viewing list . checking out ( 2004 ) brought crowds of film lovers to scottsdale 's harkins cine-capri . festival attendees who waited in line for hours , were turned away at the door , despite the two-theater screening capacity . checking out ( 2004 ) is a beautifully-made moving picture ; an inspiring comedy for a wide-range of audiences to enjoy . the director , jeff hare , blends traditional film technique with a new twist of creativity , capturing peter falk at his greatest and most sentimental moments ( usually shown in intimate close-up shots ) on the silver screen . with its uplifting mix of witty humor and narrative plot development , checking out ( 2004 ) is a landmark independent film , well-deserving of your attention .

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",positive
1169,"let 's just say it in simple words so that even the makers of this film might have a chance to understand : this is a very dumb film with an even dumber script , lame animation , and a story that 's about as original as thumbtacks . do n't bother -- unless you need to find some way to entertain a group of mentally retarded adults or extremely slow children . they might laugh , especially if they 're off their meds . there 's a special kind of insult in a film this ridiculous -- not only do the filmmakers apparently think that children are brainless idiots who can be entertained with claptrap that cost approximately zero effort , but they do n't even bother to break a sweat inserting a gag here and there that an adult might find amusing . this film , frankly , ticked me off royally . shame on you for stooping so low .",negative,negative,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
let 's just say it in simple words so that even the makers of this film might have a chance to understand : this is a very dumb film with an even dumber script , lame animation , and a story that 's about as original as thumbtacks . do n't bother -- unless you need to find some way to entertain a group of mentally retarded adults or extremely slow children . they might laugh , especially if they 're off their meds . there 's a special kind of insult in a film this ridiculous -- not only do the filmmakers apparently think that children are brainless idiots who can be entertained with claptrap that cost approximately zero effort , but they do n't even bother to break a sweat inserting a gag here and there that an adult might find amusing . this film , frankly , ticked me off royally . shame on you for stooping so low .

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",negative
9980,"a stunning film of high quality . apparently based on true events which , as told , has the clear ring of truth about it , this movie is highly emotional and deeply moving . an abused and neglected child often becomes wayward in adulthood , as one of life 's failures , be it as a gangster , drug addict or burden on society . antwone fisher as a young adult in the navy , is troubled . he is on the brink of being a loser . he is counselled in therapy by a psychiatrist and it is that relationship which takes center stage in the play . in flash-backs and therapy the source and remedies to antwones angst are revealed . outstanding performances from the whole cast . the story is in effect a family tragedy with emotional and physical torment . all the actors give full blooded performances with conviction and realism . one message from the movie is the importance of raising children decently . the real antwone deserves success . to have endured wickedness as a child but to rise above that , shows a magnificent character . and to all those out there who have endured such torment but to have survived and succeeded : you are all winners . 10 out of 10 .",positive,positive,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
a stunning film of high quality . apparently based on true events which , as told , has the clear ring of truth about it , this movie is highly emotional and deeply moving . an abused and neglected child often becomes wayward in adulthood , as one of life 's failures , be it as a gangster , drug addict or burden on society . antwone fisher as a young adult in the navy , is troubled . he is on the brink of being a loser . he is counselled in therapy by a psychiatrist and it is that relationship which takes center stage in the play . in flash-backs and therapy the source and remedies to antwones angst are revealed . outstanding performances from the whole cast . the story is in effect a family tragedy with emotional and physical torment . all the actors give full blooded performances with conviction and realism . one message from the movie is the importance of raising children decently . the real antwone deserves success . to have endured wickedness as a child but to rise above that , shows a magnificent character . and to all those out there who have endured such torment but to have survived and succeeded : you are all winners . 10 out of 10 .

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",positive
2803,"deaf secretary carla ( emmanuelle devos ) is bullied by her mean spirited male colleagues . when they suggest she needs an assistant it seems like the final insult , but , when the first applicant is ex-con paul ( vincent cassel ) she seizes the chance to change her life . carla covers his mistakes and he , anxious to go straight , reluctantly helps her to take revenge on her colleagues . when paul asks carla to return the favor , she finds herself drawn into the criminal underworld , ruled by ruthless lone shark marchand ( olivier gourmet ) . recognizing her ability to lip-read as a weapon no one will have bargained for , the two set out to see justice done . french filmmaker jacques audiard 's third feature `` read my lips '' is a genre-defying piece , switching from dark social comedy to visceral full-throttle thriller .",positive,positive,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
deaf secretary carla ( emmanuelle devos ) is bullied by her mean spirited male colleagues . when they suggest she needs an assistant it seems like the final insult , but , when the first applicant is ex-con paul ( vincent cassel ) she seizes the chance to change her life . carla covers his mistakes and he , anxious to go straight , reluctantly helps her to take revenge on her colleagues . when paul asks carla to return the favor , she finds herself drawn into the criminal underworld , ruled by ruthless lone shark marchand ( olivier gourmet ) . recognizing her ability to lip-read as a weapon no one will have bargained for , the two set out to see justice done . french filmmaker jacques audiard 's third feature `` read my lips '' is a genre-defying piece , switching from dark social comedy to visceral full-throttle thriller .

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",positive
8751,"soylent green is a classic . i have been waiting for someone to re-do it.they seem to be remaking sci-fi classics these days ( i.e . war of the worlds ) and i am hoping some director/producer will re-do soylent green . with todays computer animation and technology , it would have the potential to be a great picture . anti-utopian films may not be that far-fetched . the human race breeds like roaches with no outside influence to curtail it . we , as humans , have the option of putting the kibosh on the procreation of lesser species if they get out of hand , but there 's nothing to control human breeding except for ourselves . despite all the diseases , wars , abortions , birth control , etc . the human race still multiplies like bacteria in a petri dish . classic malthusian economics states that any species , including humans , will multiply beyond their means of subsistence . 6 billion and growing .... that 's obscene .",positive,positive,"You are a strict sentiment annotator.

Read the following movie review and then answer with a single word:
either ""positive"" or ""negative"".

Review:
soylent green is a classic . i have been waiting for someone to re-do it.they seem to be remaking sci-fi classics these days ( i.e . war of the worlds ) and i am hoping some director/producer will re-do soylent green . with todays computer animation and technology , it would have the potential to be a great picture . anti-utopian films may not be that far-fetched . the human race breeds like roaches with no outside influence to curtail it . we , as humans , have the option of putting the kibosh on the procreation of lesser species if they get out of hand , but there 's nothing to control human breeding except for ourselves . despite all the diseases , wars , abortions , birth control , etc . the human race still multiplies like bacteria in a petri dish . classic malthusian economics states that any species , including humans , will multiply beyond their means of subsistence . 6 billion and growing .... that 's obscene .

What is the correct overall sentiment of this review? Answer with only one word: positive or negative.",negative
